año;departamento;municipio;total;total H;total M;total indet;cabecera municipal H;cabecera municipal M;cebecera municipal indet;centro poblado H;centro poblado M;centro poblado indet;rural disperso H;rural disperso M;rural disperso indet;sin info H;sin info M;sin info indet
2009;antioquia;total;85.955;44.173;41.782;0,00;33.222;31.279;0,00;3.249;3.032;0,00;6.393;6.137;0,00;1.309;1.334;0,00
2009;antioquia;MEDELLÍN;31.893;16.334;15.559;0,00;15.871;15.141;0,00;210;208;0,00;126;101;0,00;127;109;0,00
2009;antioquia;ABEJORRAL;271;137;134;0,00;50;43;0,00;9;5;0,00;67;74;0,00;11;12;0,00
2009;antioquia;ABRIAQUÍ;21;11;10;0,00;4;6;0,00;1;1;0,00;6;3;0,00;0;0;0,00
2009;antioquia;ALEJANDRÍA;44;17;27;0,00;4;14;0,00;0;0;0,00;13;11;0,00;0;2;0,00
2009;antioquia;AMAGÁ;354;173;181;0,00;73;97;0,00;37;33;0,00;55;42;0,00;8;9;0,00
2009;antioquia;AMALFI;404;205;199;0,00;104;83;0,00;7;7;0,00;92;107;0,00;2;2;0,00
2009;antioquia;ANDES;594;301;293;0,00;3,00;117;0,00;82;58;0,00;83;102;0,00;15;16;0,00
2009;antioquia;ÁNGELÓPOLIS;73;39;34;0,00;15;14;0,00;8;10;0,00;15;8;0,00;1;2;0,00
2009;antioquia;ANGOSTURA;160;90;70;0,00;14;14;0,00;0;1;0,00;70;51;0,00;6;4;0,00
2009;antioquia;ANORÍ;278;159;119;0,00;74;60;0,00;5;4;0,00;72;49;0,00;8;6;0,00
2009;antioquia;SANTAFÉ DE ANTIOQUIA;330;166;164;0,00;88;83;0,00;4;5;0,00;65;72;0,00;9;4;0,00
2009;antioquia;ANZÁ;122;56;66;0,00;13;6;0,00;14;22;0,00;24;34;0,00;5;4;0,00
2009;antioquia;APARTADÓ;2.573;1.356;1.217;0,00;1.150;1.044;0,00;89;61;0,00;89;77;0,00;28;35;0,00
2009;antioquia;ARBOLETES;422;220;202;0,00;102;110;0,00;44;26;0,00;59;49;0,00;15;17;0,00
2009;antioquia;ARGELIA;140;70;70;0,00;32;30;0,00;0;0;0,00;37;40;0,00;1;0;0,00
2009;antioquia;ARMENIA;60;34;26;0,00;6;6;0,00;12;15;0,00;15;4;0,00;1;1;0,00
2009;antioquia;BARBOSA;563;271;292;0,00;127;128;0,00;33;32;0,00;106;122;0,00;5;10;0,00
2009;antioquia;BELMIRA;70;29;41;0,00;11;14;0,00;3;3;0,00;15;24;0,00;0;0;0,00
2009;antioquia;BELLO;5.156;2.696;2.460;0,00;2.595;2.357;0,00;19;16;0,00;55;42;0,00;27;45;0,00
2009;antioquia;BETANIA;154;78;76;0,00;41;33;0,00;0;2;0,00;33;36;0,00;4;5;0,00
2009;antioquia;BETULIA;285;150;135;0,00;38;50;0,00;13;13;0,00;93;64;0,00;6;8;0,00
2009;antioquia;CIUDAD BOLÍVAR;504;263;241;0,00;146;135;0,00;18;26;0,00;84;71;0,00;15;9;0,00
2009;antioquia;BRICEÑO;160;84;76;0,00;26;19;0,00;7;8;0,00;49;48;0,00;2;1;0,00
2009;antioquia;BURITICÁ;114;51;63;0,00;7;12;0,00;10;10;0,00;33;39;0,00;1;2;0,00
2009;antioquia;CÁCERES;667;346;321;0,00;138;130;0,00;127;126;0,00;67;55;0,00;14;10;0,00
2009;antioquia;CAICEDO;120;64;56;0,00;10;19;0,00;6;7;0,00;44;29;0,00;4;1;0,00
2009;antioquia;CALDAS;908;483;425;0,00;349;313;0,00;57;49;0,00;62;52;0,00;15;11;0,00
2009;antioquia;CAMPAMENTO;128;66;62;0,00;16;11;0,00;14;7;0,00;34;43;0,00;2;1;0,00
2009;antioquia;CAÑASGORDAS;182;94;88;0,00;33;28;0,00;14;14;0,00;47;42;0,00;0;4;0,00
2009;antioquia;CARACOLÍ;76;44;32;0,00;20;18;0,00;7;3;0,00;16;11;0,00;1;0;0,00
2009;antioquia;CARAMANTA;68;36;32;0,00;13;13;0,00;7;6;0,00;15;10;0,00;1;3;0,00
2009;antioquia;CAREPA;879;452;427;0,00;338;311;0,00;27;30;0,00;60;59;0,00;27;27;0,00
2009;antioquia;EL CARMEN DE VIBORAL;578;308;270;0,00;179;148;0,00;31;23;0,00;90;86;0,00;8;13;0,00
2009;antioquia;CAROLINA;40;15;25;0,00;11;19;0,00;0;0;0,00;3;4;0,00;1;2;0,00
2009;antioquia;CAUCASIA;2.122;1.031;1.091;0,00;861;888;0,00;56;52;0,00;90;122;0,00;24;29;0,00
2009;antioquia;CHIGORODÓ;1.421;732;689;0,00;598;572;0,00;4;4;0,00;104;95;0,00;26;18;0,00
2009;antioquia;CISNEROS;143;74;69;0,00;52;52;0,00;2;2;0,00;16;12;0,00;4;3;0,00
2009;antioquia;COCORNÁ;208;111;97;0,00;38;26;0,00;6;10;0,00;62;60;0,00;5;1;0,00
2009;antioquia;CONCEPCIÓN;64;38;26;0,00;13;10;0,00;0;0;0,00;23;16;0,00;2;0;0,00
2009;antioquia;CONCORDIA;280;141;139;0,00;46;58;0,00;5;6;0,00;89;74;0,00;1;1;0,00
2009;antioquia;COPACABANA;702;335;367;0,00;268;283;0,00;0;0;0,00;52;73;0,00;15;11;0,00
2009;antioquia;DABEIBA;254;138;116;0,00;55;55;0,00;15;12;0,00;65;44;0,00;3;5;0,00
2009;antioquia;DON MATÍAS;289;156;133;0,00;92;90;0,00;14;10;0,00;48;28;0,00;2;5;0,00
2009;antioquia;EBÉJICO;135;63;72;0,00;11;13;0,00;15;12;0,00;35;44;0,00;2;3;0,00
2009;antioquia;EL BAGRE;1.075;564;511;0,00;339;311;0,00;93;82;0,00;105;95;0,00;27;23;0,00
2009;antioquia;ENTRERRIOS;114;51;63;0,00;17;31;0,00;2;4;0,00;32;27;0,00;0;1;0,00
2009;antioquia;ENVIGADO;1.491;768;723;0,00;733;691;0,00;13;8;0,00;10;10;0,00;12;14;0,00
2009;antioquia;FREDONIA;247;122;125;0,00;49;46;0,00;23;27;0,00;43;49;0,00;7;3;0,00
2009;antioquia;FRONTINO;246;137;109;0,00;66;39;0,00;27;18;0,00;38;45;0,00;6;7;0,00
2009;antioquia;GIRALDO;74;40;34;0,00;13;7;0,00;12;17;0,00;10;10;0,00;5;0;0,00
2009;antioquia;GIRARDOTA;483;253;230;0,00;137;103;0,00;29;23;0,00;80;92;0,00;7;12;0,00
2009;antioquia;GÓMEZ PLATA;128;65;63;0,00;25;37;0,00;18;12;0,00;20;13;0,00;2;1;0,00
2009;antioquia;GRANADA;96;46;50;0,00;20;26;0,00;0;0;0,00;24;20;0,00;2;4;0,00
2009;antioquia;GUADALUPE;82;42;40;0,00;11;19;0,00;3;4;0,00;28;17;0,00;0;0;0,00
2009;antioquia;GUARNE;441;229;212;0,00;100;89;0,00;0;0;0,00;118;115;0,00;11;8;0,00
2009;antioquia;GUATAPÉ;60;25;35;0,00;19;24;0,00;1;0;0,00;5;8;0,00;0;3;0,00
2009;antioquia;HELICONIA;54;32;22;0,00;16;10;0,00;10;3;0,00;6;9;0,00;0;0;0,00
2009;antioquia;HISPANIA;48;20;28;0,00;12;19;0,00;0;1;0,00;8;5;0,00;0;3;0,00
2009;antioquia;ITAGÜÍ;2.753;1.458;1.295;0,00;1.368;1.226;0,00;50;49;0,00;16;5;0,00;24;15;0,00
2009;antioquia;ITUANGO;384;182;202;0,00;57;52;0,00;36;50;0,00;86;98;0,00;3;2;0,00
2009;antioquia;JARDÍN;157;80;77;0,00;35;33;0,00;13;8;0,00;30;29;0,00;2;7;0,00
2009;antioquia;JERICÓ;130;72;58;0,00;40;27;0,00;4;4;0,00;28;22;0,00;0;5;0,00
2009;antioquia;LA CEJA;689;353;336;0,00;292;260;0,00;4;8;0,00;43;44;0,00;14;24;0,00
2009;antioquia;LA ESTRELLA;573;290;283;0,00;222;221;0,00;42;39;0,00;17;14;0,00;9;9;0,00
2009;antioquia;LA PINTADA;93;52;41;0,00;45;36;0,00;3;1;0,00;4;4;0,00;0;0;0,00
2009;antioquia;LA UNIÓN;296;153;143;0,00;76;70;0,00;12;12;0,00;57;55;0,00;8;6;0,00
2009;antioquia;LIBORINA;125;62;63;0,00;10;14;0,00;20;13;0,00;29;34;0,00;3;2;0,00
2009;antioquia;MACEO;118;62;56;0,00;18;21;0,00;17;15;0,00;27;20;0,00;0;0;0,00
2009;antioquia;MARINILLA;660;343;317;0,00;238;215;0,00;0;0;0,00;96;90;0,00;9;12;0,00
2009;antioquia;MONTEBELLO;65;20;45;0,00;4;6;0,00;0;1;0,00;16;37;0,00;0;1;0,00
2009;antioquia;MURINDÓ;45;21;24;0,00;6;9;0,00;3;2;0,00;8;7;0,00;4;6;0,00
2009;antioquia;MUTATÁ;421;226;195;0,00;69;49;0,00;89;86;0,00;49;48;0,00;19;12;0,00
2009;antioquia;NARIÑO;151;78;73;0,00;20;18;0,00;8;4;0,00;49;51;0,00;1;0;0,00
2009;antioquia;NECOCLÍ;1.014;529;485;0,00;131;136;0,00;133;110;0,00;229;206;0,00;36;33;0,00
2009;antioquia;NECHÍ;595;322;273;0,00;179;142;0,00;26;27;0,00;94;74;0,00;23;30;0,00
2009;antioquia;OLAYA;40;15;25;0,00;1;2;0,00;7;11;0,00;4;9;0,00;3;3;0,00
2009;antioquia;PEÑOL;227;122;105;0,00;79;67;0,00;0;0;0,00;39;36;0,00;4;2;0,00
2009;antioquia;PEQUE;98;49;49;0,00;18;11;0,00;2;3;0,00;28;34;0,00;1;1;0,00
2009;antioquia;PUEBLORRICO;105;63;42;0,00;24;15;0,00;5;7;0,00;32;16;0,00;2;4;0,00
2009;antioquia;PUERTO BERRÍO;955;476;479;0,00;345;349;0,00;47;49;0,00;74;71;0,00;10;10;0,00
2009;antioquia;PUERTO NARE;191;87;104;0,00;31;41;0,00;40;42;0,00;14;14;0,00;2;7;0,00
2009;antioquia;PUERTO TRIUNFO;293;154;139;0,00;51;47;0,00;74;65;0,00;20;19;0,00;9;8;0,00
2009;antioquia;REMEDIOS;365;200;165;0,00;114;80;0,00;33;30;0,00;49;49;0,00;4;6;0,00
2009;antioquia;RETIRO;195;109;86;0,00;61;48;0,00;23;13;0,00;19;23;0,00;6;2;0,00
2009;antioquia;RIONEGRO;1.432;708;724;0,00;487;474;0,00;11;9;0,00;184;211;0,00;26;30;0,00
2009;antioquia;SABANALARGA;165;94;71;0,00;30;22;0,00;22;15;0,00;37;28;0,00;5;6;0,00
2009;antioquia;SABANETA;460;232;228;0,00;185;184;0,00;31;35;0,00;3;6;0,00;13;3;0,00
2009;antioquia;SALGAR;262;132;130;0,00;37;41;0,00;20;23;0,00;71;60;0,00;4;6;0,00
2009;antioquia;SAN ANDRÉS DE CUERQUÍA;96;50;46;0,00;15;18;0,00;0;0;0,00;34;27;0,00;1;1;0,00
2009;antioquia;SAN CARLOS;175;87;88;0,00;49;44;0,00;17;11;0,00;15;31;0,00;6;2;0,00
2009;antioquia;SAN FRANCISCO;118;54;64;0,00;23;26;0,00;9;9;0,00;20;25;0,00;2;4;0,00
2009;antioquia;SAN JERÓNIMO;134;65;69;0,00;21;28;0,00;13;18;0,00;30;21;0,00;1;2;0,00
2009;antioquia;SAN JOSÉ DE LA MONTAÑA;64;32;32;0,00;15;14;0,00;0;0;0,00;17;17;0,00;0;1;0,00
2009;antioquia;SAN JUAN DE URABÁ;395;188;207;0,00;78;81;0,00;26;16;0,00;69;80;0,00;15;30;0,00
2009;antioquia;SAN LUIS;214;115;99;0,00;56;42;0,00;29;24;0,00;27;29;0,00;3;4;0,00
2009;antioquia;SAN PEDRO DE LOS MILAGROS;421;244;177;0,00;111;77;0,00;36;24;0,00;85;67;0,00;12;9;0,00
2009;antioquia;SAN PEDRO DE URABÁ;717;364;353;0,00;145;153;0,00;48;54;0,00;153;138;0,00;18;8;0,00
2009;antioquia;SAN RAFAEL;187;90;97;0,00;40;47;0,00;0;0;0,00;47;47;0,00;3;3;0,00
2009;antioquia;SAN ROQUE;269;123;146;0,00;47;50;0,00;28;35;0,00;45;58;0,00;3;3;0,00
2009;antioquia;SAN VICENTE;264;130;134;0,00;40;35;0,00;1;3;0,00;81;94;0,00;8;2;0,00
2009;antioquia;SANTA BÁRBARA;305;145;160;0,00;49;70;0,00;26;22;0,00;66;63;0,00;4;5;0,00
2009;antioquia;SANTA ROSA DE OSOS;593;302;291;0,00;145;137;0,00;44;46;0,00;109;103;0,00;4;5;0,00
2009;antioquia;SANTO DOMINGO;157;76;81;0,00;24;27;0,00;13;19;0,00;35;33;0,00;4;2;0,00
2009;antioquia;EL SANTUARIO;487;256;231;0,00;176;159;0,00;0;0;0,00;73;59;0,00;7;13;0,00
2009;antioquia;SEGOVIA;645;367;278;0,00;300;223;0,00;13;8;0,00;43;33;0,00;11;14;0,00
2009;antioquia;SONSÓN;517;263;254;0,00;106;92;0,00;81;65;0,00;67;84;0,00;9;13;0,00
2009;antioquia;SOPETRÁN;188;87;101;0,00;30;47;0,00;16;17;0,00;35;29;0,00;6;8;0,00
2009;antioquia;TÁMESIS;161;74;87;0,00;33;36;0,00;14;17;0,00;26;32;0,00;1;2;0,00
2009;antioquia;TARAZÁ;721;334;387;0,00;197;231;0,00;65;88;0,00;60;50;0,00;12;18;0,00
2009;antioquia;TARSO;68;38;30;0,00;24;18;0,00;1;1;0,00;12;8;0,00;1;3;0,00
2009;antioquia;TITIRIBÍ;119;59;60;0,00;29;23;0,00;16;27;0,00;12;9;0,00;2;1;0,00
2009;antioquia;TOLEDO;80;45;35;0,00;9;10;0,00;1;2;0,00;31;21;0,00;4;2;0,00
2009;antioquia;TURBO;3.031;1.632;1.399;0,00;813;673;0,00;507;450;0,00;265;223;0,00;47;53;0,00
2009;antioquia;URAMITA;109;51;58;0,00;14;17;0,00;1;2;0,00;34;39;0,00;2;0;0,00
2009;antioquia;URRAO;449;223;226;0,00;119;106;0,00;10;11;0,00;89;97;0,00;5;12;0,00
2009;antioquia;VALDIVIA;328;174;154;0,00;48;46;0,00;32;33;0,00;69;57;0,00;25;18;0,00
2009;antioquia;VALPARAÍSO;65;35;30;0,00;19;18;0,00;2;4;0,00;13;8;0,00;1;0;0,00
2009;antioquia;VEGACHÍ;197;100;97;0,00;54;50;0,00;7;6;0,00;35;38;0,00;4;3;0,00
2009;antioquia;VENECIA;149;75;74;0,00;33;25;0,00;21;17;0,00;20;30;0,00;1;2;0,00
2009;antioquia;VIGÍA DEL FUERTE;93;41;52;0,00;17;24;0,00;9;7;0,00;12;16;0,00;3;5;0,00
2009;antioquia;YALÍ;88;49;39;0,00;25;21;0,00;0;0;0,00;22;18;0,00;2;0;0,00
2009;antioquia;YARUMAL;864;432;432;0,00;286;256;0,00;62;75;0,00;64;77;0,00;20;24;0,00
2009;antioquia;YOLOMBÓ;368;174;194;0,00;71;71;0,00;27;22;0,00;72;90;0,00;4;11;0,00
2009;antioquia;YONDÓ;336;174;162;0,00;98;91;0,00;17;12;0,00;56;54;0,00;3;5;0,00
2009;antioquia;ZARAGOZA;581;315;266;0,00;180;151;0,00;19;18;0,00;93;74;0,00;23;23;0,00
2009;antioquia;SIN INFORMACIÓN;497;255;242;0,00;0;1;0,00;0;0;0,00;0;0;0,00;255;241;0,00
2010;antioquia;total;78.207;40.287;37.920;0;29.926;28.424;0;2.693;2.517;0;6.788;6.148;0;880;831;0
2010;antioquia;Medellín;28.587;14.734;13.853;0;14.192;13.408;0;174;151;0;165;134;0;203;160;0
2010;antioquia;Abejorral;241;115;126;0;41;55;0;4;4;0;64;56;0;6;11;0
2010;antioquia;Abriaquí;34;22;12;0;11;10;0;1;0;0;10;2;0;0;0;0
2010;antioquia;Alejandría;53;30;23;0;19;12;0;0;0;0;10;11;0;1;0;0
2010;antioquia;Amagá;308;154;154;0;72;72;0;19;18;0;54;53;0;9;11;0
2010;antioquia;Amalfi;392;199;193;0;107;97;0;11;8;0;78;82;0;3;6;0
2010;antioquia;Andes;552;298;254;0;121;98;0;55;49;0;114;100;0;8;7;0
2010;antioquia;Ángelópolis;79;45;34;0;14;13;0;9;5;0;19;15;0;3;1;0
2010;antioquia;Angostura;160;80;80;0;17;21;0;0;0;0;59;57;0;4;2;0
2010;antioquia;Anorí;306;162;144;0;64;61;0;6;3;0;89;78;0;3;2;0
2010;antioquia;Santafé de Antioquia;331;161;170;0;86;100;0;5;3;0;69;62;0;1;5;0
2010;antioquia;Anzá;96;51;45;0;9;11;0;14;11;0;27;21;0;1;2;0
2010;antioquia;Apartadó;2.220;1.166;1.054;0;976;906;0;77;64;0;101;73;0;12;11;0
2010;antioquia;Arboletes;407;210;197;0;100;104;0;23;19;0;78;64;0;9;10;0
2010;antioquia;Argelia;111;48;63;0;14;30;0;0;0;0;32;31;0;2;2;0
2010;antioquia;Armenia;53;32;21;0;4;6;0;15;8;0;13;6;0;0;1;0
2010;antioquia;Barbosa;496;282;214;0;116;105;0;29;23;0;131;83;0;6;3;0
2010;antioquia;Belmira;76;41;35;0;11;8;0;3;8;0;26;17;0;1;2;0
2010;antioquia;Bello;4.822;2.487;2.335;0;2.409;2.236;0;13;28;0;46;53;0;19;18;0
2010;antioquia;Betania;118;54;64;0;22;27;0;0;2;0;29;30;0;3;5;0
2010;antioquia;Betulia;275;149;126;0;59;43;0;6;10;0;80;66;0;4;7;0
2010;antioquia;Ciudad Bolívar;426;233;193;0;150;106;0;16;11;0;63;73;0;4;3;0
2010;antioquia;Briceño;150;84;66;0;21;18;0;9;6;0;54;42;0;0;0;0
2010;antioquia;Buriticá;121;64;57;0;10;9;0;11;12;0;42;34;0;1;2;0
2010;antioquia;Cáceres;643;339;304;0;143;113;0;111;97;0;72;78;0;13;16;0
2010;antioquia;Caicedo;122;63;59;0;13;19;0;2;7;0;43;31;0;5;2;0
2010;antioquia;Caldas;740;372;368;0;253;265;0;25;22;0;89;78;0;5;3;0
2010;antioquia;Campamento;119;68;51;0;10;9;0;4;2;0;53;39;0;1;1;0
2010;antioquia;Cañasgordas;191;90;101;0;23;25;0;14;17;0;53;58;0;0;1;0
2010;antioquia;Caracolí;63;33;30;0;19;14;0;1;2;0;13;12;0;0;2;0
2010;antioquia;Caramanta;70;33;37;0;13;13;0;2;5;0;17;19;0;1;0;0
2010;antioquia;Carepa;897;453;444;0;312;333;0;38;28;0;84;72;0;19;11;0
2010;antioquia;El Carmen de Viboral;542;285;257;0;160;128;0;16;19;0;108;103;0;1;7;0
2010;antioquia;Carolina;27;15;12;0;10;9;0;0;0;0;5;2;0;0;1;0
2010;antioquia;Caucasia;1.633;842;791;0;705;668;0;35;39;0;86;77;0;16;7;0
2010;antioquia;Chigorodó;1.223;602;621;0;488;507;0;3;6;0;102;98;0;9;10;0
2010;antioquia;Cisneros;130;56;74;0;41;52;0;1;0;0;11;20;0;3;2;0
2010;antioquia;Cocorná;200;98;102;0;41;37;0;3;8;0;52;55;0;2;2;0
2010;antioquia;Concepción;52;31;21;0;8;4;0;0;0;0;23;17;0;0;0;0
2010;antioquia;Concordia;279;142;137;0;58;50;0;1;4;0;76;79;0;7;4;0
2010;antioquia;Copacabana;639;331;308;0;270;243;0;11;17;0;47;41;0;3;7;0
2010;antioquia;Dabeiba;272;137;135;0;71;64;0;11;16;0;54;53;0;1;2;0
2010;antioquia;Don Matías;256;133;123;0;82;77;0;8;8;0;40;35;0;3;3;0
2010;antioquia;Ebéjico;127;75;52;0;16;10;0;13;11;0;42;28;0;4;3;0
2010;antioquia;El Bagre;1.021;524;497;0;323;294;0;78;93;0;104;104;0;19;6;0
2010;antioquia;Entrerrios;101;53;48;0;16;17;0;1;1;0;35;29;0;1;1;0
2010;antioquia;Envigado;1.597;847;750;0;827;724;0;4;9;0;13;11;0;3;6;0
2010;antioquia;Fredonia;213;110;103;0;40;48;0;18;20;0;45;28;0;7;7;0
2010;antioquia;Frontino;304;145;159;0;49;67;0;24;30;0;68;55;0;4;7;0
2010;antioquia;Giraldo;68;36;32;0;7;9;0;10;8;0;19;13;0;0;2;0
2010;antioquia;Girardota;466;240;226;0;123;120;0;13;10;0;93;88;0;11;8;0
2010;antioquia;Gómez Plata;117;51;66;0;24;28;0;9;20;0;18;16;0;0;2;0
2010;antioquia;Granada;114;56;58;0;21;30;0;2;1;0;31;26;0;2;1;0
2010;antioquia;Guadalupe;79;42;37;0;19;18;0;1;3;0;20;16;0;2;0;0
2010;antioquia;Guarne;440;221;219;0;86;79;0;0;0;0;131;132;0;4;8;0
2010;antioquia;Guatapé;58;27;31;0;22;24;0;0;0;0;5;7;0;0;0;0
2010;antioquia;Heliconia;42;24;18;0;8;5;0;5;6;0;11;6;0;0;1;0
2010;antioquia;Hispania;43;17;26;0;11;19;0;0;0;0;6;6;0;0;1;0
2010;antioquia;Itagüí;2.518;1.294;1.224;0;1.183;1.132;0;56;44;0;43;32;0;12;16;0
2010;antioquia;Ituango;391;204;187;0;52;55;0;58;39;0;89;85;0;5;8;0
2010;antioquia;Jardín;169;82;87;0;36;41;0;12;13;0;27;31;0;7;2;0
2010;antioquia;Jericó;123;67;56;0;38;26;0;1;3;0;26;25;0;2;2;0
2010;antioquia;La Ceja;692;361;331;0;284;268;0;14;4;0;57;56;0;6;3;0
2010;antioquia;La Estrella;541;284;257;0;220;200;0;51;36;0;10;15;0;3;6;0
2010;antioquia;La Pintada;118;53;65;0;44;53;0;0;0;0;8;12;0;1;0;0
2010;antioquia;La Unión;258;143;115;0;75;65;0;9;7;0;58;38;0;1;5;0
2010;antioquia;Liborina;110;57;53;0;16;11;0;15;14;0;24;25;0;2;3;0
2010;antioquia;Maceo;92;44;48;0;16;16;0;9;10;0;19;16;0;0;6;0
2010;antioquia;Marinilla;634;324;310;0;227;213;0;0;0;0;93;92;0;4;5;0
2010;antioquia;Montebello;73;38;35;0;9;8;0;2;2;0;27;25;0;0;0;0
2010;antioquia;Murindó;51;25;26;0;12;16;0;0;1;0;12;5;0;1;4;0
2010;antioquia;Mutatá;387;187;200;0;49;58;0;67;67;0;61;71;0;10;4;0
2010;antioquia;Nariño;167;82;85;0;20;28;0;4;4;0;54;50;0;4;3;0
2010;antioquia;Necoclí;922;474;448;0;125;118;0;125;96;0;204;215;0;20;19;0
2010;antioquia;Nechí;441;211;230;0;117;123;0;18;20;0;63;69;0;13;18;0
2010;antioquia;Olaya;40;14;26;0;0;4;0;5;10;0;9;12;0;0;0;0
2010;antioquia;Peñol;201;103;98;0;55;53;0;0;0;0;47;41;0;1;4;0
2010;antioquia;Peque;93;51;42;0;14;12;0;6;7;0;30;22;0;1;1;0
2010;antioquia;Pueblorrico;106;49;57;0;21;24;0;4;1;0;21;30;0;3;2;0
2010;antioquia;Puerto Berrío;800;403;397;0;323;314;0;30;36;0;45;43;0;5;4;0
2010;antioquia;Puerto Nare;173;88;85;0;32;40;0;33;33;0;22;10;0;1;2;0
2010;antioquia;Puerto Triunfo;248;122;126;0;32;44;0;70;60;0;18;19;0;2;3;0
